status	tier	english_word	gothic_surface	gothic_surface_gothic	script_ok	dist_1	match_1	dist_2	match_2	dist_3	match_3	dist_4	match_4	dist_5	match_5	english_sentence	gothic_sentence_roman	gothic_sentence_gothic
okay	1	God	gudis	𐌲𐌿𐌳𐌹𐍃	yes	2	gudei: devotion, godliness, piety, saintliness	2	gudisks: divine, godly	2	gunþs: fight (N.), struggle (N.)	2	sūtis: gentle, mild, moderate (Adj.), yielding	2	gudhūs: house of God, temple	Jesus answered them, "Have faith in God.	jah andhafjands Iesus qaþ du im: habaiþ galaubein gudis!	𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐍃 𐌹𐌴𐍃𐌿𐍃 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐌷𐌰𐌱𐌰𐌹𐌸 𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽 𐌲𐌿𐌳𐌹𐍃!
okay	1	mountain	fairgunja	𐍆𐌰𐌹𐍂𐌲𐌿𐌽𐌾𐌰	yes	2	faírguni: mountain, mountain range	3	faírina: basis for accusation, blamable, cause for complaint, complai...	3	ufargudja: chief priest, high priest	3	faírzna: heel	4	faírra: afar, at a great distance, far off, remote	For most certainly I tell you, whoever may tell this mountain, 'Be taken up and cast into the sea,' and doesn't doubt in his heart, but believes that what he says is happening; he shall have whatever he says.	amen auk qiþa izwis, þishvazuh ei qiþai du þamma fairgunja: ushafei þuk jah wairp þus in marein, jah ni tuzwerjai in hairtin seinamma, ak galaubjai þata, ei þatei qiþiþ gagaggiþ, wairþiþ imma þishvah þei qiþiþ.	𐌰𐌼𐌴𐌽 𐌰𐌿𐌺 𐌵𐌹𐌸𐌰 𐌹𐌶𐍅𐌹𐍃, 𐌸𐌹𐍃𐍈𐌰𐌶𐌿𐌷 𐌴𐌹 𐌵𐌹𐌸𐌰𐌹 𐌳𐌿 𐌸𐌰𐌼𐌼𐌰 𐍆𐌰𐌹𐍂𐌲𐌿𐌽𐌾𐌰: 𐌿𐍃𐌷𐌰𐍆𐌴𐌹 𐌸𐌿𐌺 𐌾𐌰𐌷 𐍅𐌰𐌹𐍂𐍀 𐌸𐌿𐍃 𐌹𐌽 𐌼𐌰𐍂𐌴𐌹𐌽, 𐌾𐌰𐌷 𐌽𐌹 𐍄𐌿𐌶𐍅𐌴𐍂𐌾𐌰𐌹 𐌹𐌽 𐌷𐌰𐌹𐍂𐍄𐌹𐌽 𐍃𐌴𐌹𐌽𐌰𐌼𐌼𐌰, 𐌰𐌺 𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌹 𐌸𐌰𐍄𐌰, 𐌴𐌹 𐌸𐌰𐍄𐌴𐌹 𐌵𐌹𐌸𐌹𐌸 𐌲𐌰𐌲𐌰𐌲𐌲𐌹𐌸, 𐍅𐌰𐌹𐍂𐌸𐌹𐌸 𐌹𐌼𐌼𐌰 𐌸𐌹𐍃𐍈𐌰𐌷 𐌸𐌴𐌹 𐌵𐌹𐌸𐌹𐌸.
okay	1	heart	hairtin	𐌷𐌰𐌹𐍂𐍄𐌹𐌽	yes	2	haitan: address (V.), be named, bid (V.), call (V.), command (V.), i...	2	haiti: behest, command (N.), order (N.), promise (N.)	2	haírtō: heart	3	waírþōn: establish the monetary value of, price (V.), set a price on,...	3	waírþan: arise, be born, become, come about, come into existence, com...	For most certainly I tell you, whoever may tell this mountain, 'Be taken up and cast into the sea,' and doesn't doubt in his heart, but believes that what he says is happening; he shall have whatever he says.	amen auk qiþa izwis, þishvazuh ei qiþai du þamma fairgunja: ushafei þuk jah wairp þus in marein, jah ni tuzwerjai in hairtin seinamma, ak galaubjai þata, ei þatei qiþiþ gagaggiþ, wairþiþ imma þishvah þei qiþiþ.	𐌰𐌼𐌴𐌽 𐌰𐌿𐌺 𐌵𐌹𐌸𐌰 𐌹𐌶𐍅𐌹𐍃, 𐌸𐌹𐍃𐍈𐌰𐌶𐌿𐌷 𐌴𐌹 𐌵𐌹𐌸𐌰𐌹 𐌳𐌿 𐌸𐌰𐌼𐌼𐌰 𐍆𐌰𐌹𐍂𐌲𐌿𐌽𐌾𐌰: 𐌿𐍃𐌷𐌰𐍆𐌴𐌹 𐌸𐌿𐌺 𐌾𐌰𐌷 𐍅𐌰𐌹𐍂𐍀 𐌸𐌿𐍃 𐌹𐌽 𐌼𐌰𐍂𐌴𐌹𐌽, 𐌾𐌰𐌷 𐌽𐌹 𐍄𐌿𐌶𐍅𐌴𐍂𐌾𐌰𐌹 𐌹𐌽 𐌷𐌰𐌹𐍂𐍄𐌹𐌽 𐍃𐌴𐌹𐌽𐌰𐌼𐌼𐌰, 𐌰𐌺 𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌹 𐌸𐌰𐍄𐌰, 𐌴𐌹 𐌸𐌰𐍄𐌴𐌹 𐌵𐌹𐌸𐌹𐌸 𐌲𐌰𐌲𐌰𐌲𐌲𐌹𐌸, 𐍅𐌰𐌹𐍂𐌸𐌹𐌸 𐌹𐌼𐌼𐌰 𐌸𐌹𐍃𐍈𐌰𐌷 𐌸𐌴𐌹 𐌵𐌹𐌸𐌹𐌸.
okay	1	stand	standaiþ	𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌸	yes	2	standan: be standing, stand (V.)	3	staldan: acquire?, have?	3	skanda: disgrace (N.), shame (N.), shamefulness	3	stunda: period of time, stand (N.), time (N.)	3	sanda: sending (N.)	Whenever you stand praying, forgive, if you have anything against anyone; so that your Father, who is in heaven, may also forgive you your transgressions.	jah þan standaiþ bidjandans, afletaiþ, jabai hva habaiþ wiþra hvana, ei jah atta izwar sa in himinam afletai izwis missadedins izwaros.	𐌾𐌰𐌷 𐌸𐌰𐌽 𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌸 𐌱𐌹𐌳𐌾𐌰𐌽𐌳𐌰𐌽𐍃, 𐌰𐍆𐌻𐌴𐍄𐌰𐌹𐌸, 𐌾𐌰𐌱𐌰𐌹 𐍈𐌰 𐌷𐌰𐌱𐌰𐌹𐌸 𐍅𐌹𐌸𐍂𐌰 𐍈𐌰𐌽𐌰, 𐌴𐌹 𐌾𐌰𐌷 𐌰𐍄𐍄𐌰 𐌹𐌶𐍅𐌰𐍂 𐍃𐌰 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼 𐌰𐍆𐌻𐌴𐍄𐌰𐌹 𐌹𐌶𐍅𐌹𐍃 𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌳𐌹𐌽𐍃 𐌹𐌶𐍅𐌰𐍂𐍉𐍃.
okay	1	forgive	afletaiþ	𐌰𐍆𐌻𐌴𐍄𐌰𐌹𐌸	yes	2	aflētan: absolve, forgive, leave (V.), let go, let off, release (V.),...	3	aflēt: forgiveness, indulgence, letting off, pardon (N.)	4	lētan: allow, emit, leave (V.), leave alone, let (V.), let alone, l...	4	aljaþ: elsewhere, elsewhither, to another place, to somewhere else	4	afleiþan: depart (V.), go away, leave (V.)	Whenever you stand praying, forgive, if you have anything against anyone; so that your Father, who is in heaven, may also forgive you your transgressions.	jah þan standaiþ bidjandans, afletaiþ, jabai hva habaiþ wiþra hvana, ei jah atta izwar sa in himinam afletai izwis missadedins izwaros.	𐌾𐌰𐌷 𐌸𐌰𐌽 𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌸 𐌱𐌹𐌳𐌾𐌰𐌽𐌳𐌰𐌽𐍃, 𐌰𐍆𐌻𐌴𐍄𐌰𐌹𐌸, 𐌾𐌰𐌱𐌰𐌹 𐍈𐌰 𐌷𐌰𐌱𐌰𐌹𐌸 𐍅𐌹𐌸𐍂𐌰 𐍈𐌰𐌽𐌰, 𐌴𐌹 𐌾𐌰𐌷 𐌰𐍄𐍄𐌰 𐌹𐌶𐍅𐌰𐍂 𐍃𐌰 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼 𐌰𐍆𐌻𐌴𐍄𐌰𐌹 𐌹𐌶𐍅𐌹𐍃 𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌳𐌹𐌽𐍃 𐌹𐌶𐍅𐌰𐍂𐍉𐍃.
okay	1	heaven	himinam	𐌷𐌹𐌼𐌹𐌽𐌰𐌼	yes	2	himins: heaven (N.), sky	4	airinōn: be a messenger, be an emissary, negotiate	4	biwisan: dine convivially, dine together, have a festive get-together...	4	hiufan: lament (V.), sing a dirge, sing a threnody, wail (V.)	4	ƕeilan: cease, pause (V.), take a recess, take an intermission	Whenever you stand praying, forgive, if you have anything against anyone; so that your Father, who is in heaven, may also forgive you your transgressions.	jah þan standaiþ bidjandans, afletaiþ, jabai hva habaiþ wiþra hvana, ei jah atta izwar sa in himinam afletai izwis missadedins izwaros.	𐌾𐌰𐌷 𐌸𐌰𐌽 𐍃𐍄𐌰𐌽𐌳𐌰𐌹𐌸 𐌱𐌹𐌳𐌾𐌰𐌽𐌳𐌰𐌽𐍃, 𐌰𐍆𐌻𐌴𐍄𐌰𐌹𐌸, 𐌾𐌰𐌱𐌰𐌹 𐍈𐌰 𐌷𐌰𐌱𐌰𐌹𐌸 𐍅𐌹𐌸𐍂𐌰 𐍈𐌰𐌽𐌰, 𐌴𐌹 𐌾𐌰𐌷 𐌰𐍄𐍄𐌰 𐌹𐌶𐍅𐌰𐍂 𐍃𐌰 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼 𐌰𐍆𐌻𐌴𐍄𐌰𐌹 𐌹𐌶𐍅𐌹𐍃 𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌳𐌹𐌽𐍃 𐌹𐌶𐍅𐌰𐍂𐍉𐍃.
okay	1	forgive	afletiþ	𐌰𐍆𐌻𐌴𐍄𐌹𐌸	yes	2	aflētan: absolve, forgive, leave (V.), let go, let off, release (V.),...	2	aflēt: forgiveness, indulgence, letting off, pardon (N.)	3	afleiþan: depart (V.), go away, leave (V.)	3	azēti: comfort (N.), ease (N.), name of z-rune, name of z-rune; ?, ...	3	afētja: glutton, voracious eater	But if you do not forgive, neither will your Father in heaven forgive your transgressions."	iþ jabai jus ni afletiþ, ni þau atta izwar sa in himinam afletiþ izwis missadedins izwaros.	𐌹𐌸 𐌾𐌰𐌱𐌰𐌹 𐌾𐌿𐍃 𐌽𐌹 𐌰𐍆𐌻𐌴𐍄𐌹𐌸, 𐌽𐌹 𐌸𐌰𐌿 𐌰𐍄𐍄𐌰 𐌹𐌶𐍅𐌰𐍂 𐍃𐌰 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼 𐌰𐍆𐌻𐌴𐍄𐌹𐌸 𐌹𐌶𐍅𐌹𐍃 𐌼𐌹𐍃𐍃𐌰𐌳𐌴𐌳𐌹𐌽𐍃 𐌹𐌶𐍅𐌰𐍂𐍉𐍃.
okay	1	authority	waldufnje	𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌾𐌴	yes	2	waldufni: authority, control (N.), dominion, potency, power (N.)	4	waldan: control (V.), govern, have dominion over, rule (V.), suffice...	4	waldus: forest, wood (N.)	4	wundufni: illness, plague, wound (N.)	4	waldands: powerful, ruler (= waldands)	Jesus said to them, "I will ask you one question. Answer me, and I will tell you by what authority I do these things.	iþ Iesus andhafjands qaþ du im: fraihna jah ik izwis ainis waurdis jah andhafjiþ mis, jah qiþa izwis in hvamma waldufnje þata tauja.	𐌹𐌸 𐌹𐌴𐍃𐌿𐍃 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐍃 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐍆𐍂𐌰𐌹𐌷𐌽𐌰 𐌾𐌰𐌷 𐌹𐌺 𐌹𐌶𐍅𐌹𐍃 𐌰𐌹𐌽𐌹𐍃 𐍅𐌰𐌿𐍂𐌳𐌹𐍃 𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌹𐌸 𐌼𐌹𐍃, 𐌾𐌰𐌷 𐌵𐌹𐌸𐌰 𐌹𐌶𐍅𐌹𐍃 𐌹𐌽 𐍈𐌰𐌼𐌼𐌰 𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌾𐌴 𐌸𐌰𐍄𐌰 𐍄𐌰𐌿𐌾𐌰.
okay	1	know	witum	𐍅𐌹𐍄𐌿𐌼	yes	2	witan: be observant of, give attention to, give observance to, have...	2	wit: the both of us, the two of us, we two	2	wisus: good (Adj.)	2	wits: intelligence	2	wituls: intelligent	They answered Jesus, "We don't know." Jesus said to them, "Neither do I tell you by what authority I do these things."	jah andhafjandans qeþun du Iesua: ni witum. jah andhafjands Iesus qaþ du im: nih ik izwis qiþa in hvamma waldufnje þata tauja.	𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌵𐌴𐌸𐌿𐌽 𐌳𐌿 𐌹𐌴𐍃𐌿𐌰: 𐌽𐌹 𐍅𐌹𐍄𐌿𐌼. 𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐍃 𐌹𐌴𐍃𐌿𐍃 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐌽𐌹𐌷 𐌹𐌺 𐌹𐌶𐍅𐌹𐍃 𐌵𐌹𐌸𐌰 𐌹𐌽 𐍈𐌰𐌼𐌼𐌰 𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌾𐌴 𐌸𐌰𐍄𐌰 𐍄𐌰𐌿𐌾𐌰.
okay	1	authority	waldufnje	𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌾𐌴	yes	2	waldufni: authority, control (N.), dominion, potency, power (N.)	4	waldan: control (V.), govern, have dominion over, rule (V.), suffice...	4	waldus: forest, wood (N.)	4	wundufni: illness, plague, wound (N.)	4	waldands: powerful, ruler (= waldands)	They answered Jesus, "We don't know." Jesus said to them, "Neither do I tell you by what authority I do these things."	jah andhafjandans qeþun du Iesua: ni witum. jah andhafjands Iesus qaþ du im: nih ik izwis qiþa in hvamma waldufnje þata tauja.	𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌵𐌴𐌸𐌿𐌽 𐌳𐌿 𐌹𐌴𐍃𐌿𐌰: 𐌽𐌹 𐍅𐌹𐍄𐌿𐌼. 𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐍃 𐌹𐌴𐍃𐌿𐍃 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐌽𐌹𐌷 𐌹𐌺 𐌹𐌶𐍅𐌹𐍃 𐌵𐌹𐌸𐌰 𐌹𐌽 𐍈𐌰𐌼𐌼𐌰 𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌾𐌴 𐌸𐌰𐍄𐌰 𐍄𐌰𐌿𐌾𐌰.
okay	1	fruit	akranis	𐌰𐌺𐍂𐌰𐌽𐌹𐍃	yes	2	akran: fruit, results	3	Arabia: Arabia	3	granus: beard?, plait?	3	framis: farther beyond, further	3	aurahi: burial-place, grave, monument, tomb	When it was time, he sent a servant to the farmer to get from the farmer his share of the fruit of the vineyard.	jah insandida du þaim waurstwjam at mel skalk, ei at þaim waurstwjam nemi akranis þis weinagardis.	𐌾𐌰𐌷 𐌹𐌽𐍃𐌰𐌽𐌳𐌹𐌳𐌰 𐌳𐌿 𐌸𐌰𐌹𐌼 𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌾𐌰𐌼 𐌰𐍄 𐌼𐌴𐌻 𐍃𐌺𐌰𐌻𐌺, 𐌴𐌹 𐌰𐍄 𐌸𐌰𐌹𐌼 𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌾𐌰𐌼 𐌽𐌴𐌼𐌹 𐌰𐌺𐍂𐌰𐌽𐌹𐍃 𐌸𐌹𐍃 𐍅𐌴𐌹𐌽𐌰𐌲𐌰𐍂𐌳𐌹𐍃.
okay	1	beat	usbluggwun	𐌿𐍃𐌱𐌻𐌿𐌲𐌲𐍅𐌿𐌽	yes	2	usbliggwan: beat severely, flog (V.), scourge (V.)	4	usbugjan: acquire through purchase (V.), buy (V.), buy up, redeem	4	ussiggwan: read aloud, read chantingly, recite	4	bliggwan: beat (V.), beat to death, flog, slay, strike (V.)	4	usbaugjan: broom out, sweep out	They took him, beat him, and sent him away empty.	iþ eis nimandans ina usbluggwun jah insandidedun laushandjan.	𐌹𐌸 𐌴𐌹𐍃 𐌽𐌹𐌼𐌰𐌽𐌳𐌰𐌽𐍃 𐌹𐌽𐌰 𐌿𐍃𐌱𐌻𐌿𐌲𐌲𐍅𐌿𐌽 𐌾𐌰𐌷 𐌹𐌽𐍃𐌰𐌽𐌳𐌹𐌳𐌴𐌳𐌿𐌽 𐌻𐌰𐌿𐍃𐌷𐌰𐌽𐌳𐌾𐌰𐌽.
okay	1	stones	stainam	𐍃𐍄𐌰𐌹𐌽𐌰𐌼	yes	2	staiga: footpath, lane, path, walkway, way	2	stainjan: pelt with stones, stone (V.)	2	stains: rock (N.), stone (N.)	2	stainahs: stony	3	stadjan: bring to a standstill, stop (V.)	Again, he sent another servant to them; and they threw stones at him, wounded him in the head, and sent him away shamefully treated.	jah aftra insandida du im anþarana skalk; jah þana stainam wairpandans gaaiwiskodedun jah haubiþwundan brahtedun jah insandidedun ganaitidana.	𐌾𐌰𐌷 𐌰𐍆𐍄𐍂𐌰 𐌹𐌽𐍃𐌰𐌽𐌳𐌹𐌳𐌰 𐌳𐌿 𐌹𐌼 𐌰𐌽𐌸𐌰𐍂𐌰𐌽𐌰 𐍃𐌺𐌰𐌻𐌺; 𐌾𐌰𐌷 𐌸𐌰𐌽𐌰 𐍃𐍄𐌰𐌹𐌽𐌰𐌼 𐍅𐌰𐌹𐍂𐍀𐌰𐌽𐌳𐌰𐌽𐍃 𐌲𐌰𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌳𐌴𐌳𐌿𐌽 𐌾𐌰𐌷 𐌷𐌰𐌿𐌱𐌹𐌸𐍅𐌿𐌽𐌳𐌰𐌽 𐌱𐍂𐌰𐌷𐍄𐌴𐌳𐌿𐌽 𐌾𐌰𐌷 𐌹𐌽𐍃𐌰𐌽𐌳𐌹𐌳𐌴𐌳𐌿𐌽 𐌲𐌰𐌽𐌰𐌹𐍄𐌹𐌳𐌰𐌽𐌰.
okay	1	come	qimiþ	𐌵𐌹𐌼𐌹𐌸	yes	2	miþ: along, alongside, amongst, between, by the side of, concomit...	2	qiman: arrive, come, get to; lat. venire	2	gaqimiþ:	2	rimis: calmness, peacefulness, rest (N.), tranquility	2	miliþ: honey	What therefore will the lord of the vineyard do? He will come and destroy the farmers, and will give the vineyard to others.	hva nuh taujai frauja þis weinagardis? qimiþ jah usqisteiþ þans waurstwjans jah gibiþ þana weinagard anþaraim.	𐍈𐌰 𐌽𐌿𐌷 𐍄𐌰𐌿𐌾𐌰𐌹 𐍆𐍂𐌰𐌿𐌾𐌰 𐌸𐌹𐍃 𐍅𐌴𐌹𐌽𐌰𐌲𐌰𐍂𐌳𐌹𐍃? 𐌵𐌹𐌼𐌹𐌸 𐌾𐌰𐌷 𐌿𐍃𐌵𐌹𐍃𐍄𐌴𐌹𐌸 𐌸𐌰𐌽𐍃 𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌾𐌰𐌽𐍃 𐌾𐌰𐌷 𐌲𐌹𐌱𐌹𐌸 𐌸𐌰𐌽𐌰 𐍅𐌴𐌹𐌽𐌰𐌲𐌰𐍂𐌳 𐌰𐌽𐌸𐌰𐍂𐌰𐌹𐌼.
okay	1	eyes	augam	𐌰𐌿𐌲𐌰𐌼	yes	2	agan: be afraid of	2	dugan: be beneficial, be good, be of value, be suitable, be useful,...	2	aukan: become greater, increase (V.)	2	augjan: exhibit, put before the eyes, show (V.)	2	arga: coward	This was from the Lord, it is marvelous in our eyes'?"	fram fraujin warþ sa jah ist sildaleiks in augam unsaraim.	𐍆𐍂𐌰𐌼 𐍆𐍂𐌰𐌿𐌾𐌹𐌽 𐍅𐌰𐍂𐌸 𐍃𐌰 𐌾𐌰𐌷 𐌹𐍃𐍄 𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐍃 𐌹𐌽 𐌰𐌿𐌲𐌰𐌼 𐌿𐌽𐍃𐌰𐍂𐌰𐌹𐌼.
okay	1	test	fraisiþ	𐍆𐍂𐌰𐌹𐍃𐌹𐌸	yes	2	fraisan: make trial of, put to the test, tempt, test (V.), try	2	fraista: temptation	3	fraþi: attitude, disposition, mindedness, perception, understanding...	3	frasts: bairn, child	3	framis: farther beyond, further	Shall we give, or shall we not give?" But he, knowing their hypocrisy, said to them, "Why do you test me? Bring me a denarius, that I may see it."	iþ Iesus gasaihvands ize liutein qaþ du im: hva mik fraisiþ? atbairiþ mis skatt, ei gasaihvau.	𐌹𐌸 𐌹𐌴𐍃𐌿𐍃 𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽𐌳𐍃 𐌹𐌶𐌴 𐌻𐌹𐌿𐍄𐌴𐌹𐌽 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐍈𐌰 𐌼𐌹𐌺 𐍆𐍂𐌰𐌹𐍃𐌹𐌸? 𐌰𐍄𐌱𐌰𐌹𐍂𐌹𐌸 𐌼𐌹𐍃 𐍃𐌺𐌰𐍄𐍄, 𐌴𐌹 𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌿.
okay	1	resurrection	usstassai	𐌿𐍃𐍃𐍄𐌰𐍃𐍃𐌰𐌹	yes	2	usstass: resurrection, rising up	3	usstandan: arise, emerge, proceed out, rise up, stand up	3	usstaggan: pluck out, stab out	4	stasseis: one who stands, one who takes a stance	4	ussakan: elaborate on, explain the argument of, explicate, expound, l...	In the resurrection, when they rise, whose wife will she be of them? For the seven had her as a wife."	in þizai usstassai, þan usstandand, hvarjamma ize wairþiþ qens? þai auk sibun aihtedun þo du qenai.	𐌹𐌽 𐌸𐌹𐌶𐌰𐌹 𐌿𐍃𐍃𐍄𐌰𐍃𐍃𐌰𐌹, 𐌸𐌰𐌽 𐌿𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳, 𐍈𐌰𐍂𐌾𐌰𐌼𐌼𐌰 𐌹𐌶𐌴 𐍅𐌰𐌹𐍂𐌸𐌹𐌸 𐌵𐌴𐌽𐍃? 𐌸𐌰𐌹 𐌰𐌿𐌺 𐍃𐌹𐌱𐌿𐌽 𐌰𐌹𐌷𐍄𐌴𐌳𐌿𐌽 𐌸𐍉 𐌳𐌿 𐌵𐌴𐌽𐌰𐌹.
okay	1	heaven	himinam	𐌷𐌹𐌼𐌹𐌽𐌰𐌼	yes	2	himins: heaven (N.), sky	4	airinōn: be a messenger, be an emissary, negotiate	4	biwisan: dine convivially, dine together, have a festive get-together...	4	hiufan: lament (V.), sing a dirge, sing a threnody, wail (V.)	4	ƕeilan: cease, pause (V.), take a recess, take an intermission	For when they will rise from the dead, they neither marry, nor are given in marriage, but are like angels in heaven.	allis þan usstandand us dauþaim, ni liugand ni liuganda, ak sind swe aggiljus þai in himinam.	𐌰𐌻𐌻𐌹𐍃 𐌸𐌰𐌽 𐌿𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳 𐌿𐍃 𐌳𐌰𐌿𐌸𐌰𐌹𐌼, 𐌽𐌹 𐌻𐌹𐌿𐌲𐌰𐌽𐌳 𐌽𐌹 𐌻𐌹𐌿𐌲𐌰𐌽𐌳𐌰, 𐌰𐌺 𐍃𐌹𐌽𐌳 𐍃𐍅𐌴 𐌰𐌲𐌲𐌹𐌻𐌾𐌿𐍃 𐌸𐌰𐌹 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼.
okay	1	book	bokom	𐌱𐍉𐌺𐍉𐌼	yes	2	bōka: book (N.) (= bōkōs), deed (= bōkōs), document (= bōkōs), epi...	3	wōkrs: additional increment, interest on investment	3	bōta: advantage (N.), aid (N.), benefit (N.), good (N.), profit (N...	3	hōlōn: cheat by false pretenses, slander (V.), victimize, wrong by ...	3	wōkan: be awake	But about the dead, that they are raised; haven't you read in the book of Moses, about the Bush, how God spoke to him, saying, 'I am the God of Abraham, the God of Isaac, and the God of Jacob'?	aþþan bi dauþans, þatei urreisand, niu gakunnaideduþ ana bokom Mosezis ana aihvatundjai, hvaiwa imma qaþ guþ qiþands: ik im guþ Abrahamis jah guþ Isakis jah guþ Iakobis?	𐌰𐌸𐌸𐌰𐌽 𐌱𐌹 𐌳𐌰𐌿𐌸𐌰𐌽𐍃, 𐌸𐌰𐍄𐌴𐌹 𐌿𐍂𐍂𐌴𐌹𐍃𐌰𐌽𐌳, 𐌽𐌹𐌿 𐌲𐌰𐌺𐌿𐌽𐌽𐌰𐌹𐌳𐌴𐌳𐌿𐌸 𐌰𐌽𐌰 𐌱𐍉𐌺𐍉𐌼 𐌼𐍉𐍃𐌴𐌶𐌹𐍃 𐌰𐌽𐌰 𐌰𐌹𐍈𐌰𐍄𐌿𐌽𐌳𐌾𐌰𐌹, 𐍈𐌰𐌹𐍅𐌰 𐌹𐌼𐌼𐌰 𐌵𐌰𐌸 𐌲𐌿𐌸 𐌵𐌹𐌸𐌰𐌽𐌳𐍃: 𐌹𐌺 𐌹𐌼 𐌲𐌿𐌸 𐌰𐌱𐍂𐌰𐌷𐌰𐌼𐌹𐍃 𐌾𐌰𐌷 𐌲𐌿𐌸 𐌹𐍃𐌰𐌺𐌹𐍃 𐌾𐌰𐌷 𐌲𐌿𐌸 𐌹𐌰𐌺𐍉𐌱𐌹𐍃?
okay	1	heard	gahausjands	𐌲𐌰𐌷𐌰𐌿𐍃𐌾𐌰𐌽𐌳𐍃	yes	2	gahausjan: get to hear, hear (V.), perceive, receive hearing	2	ufhausjands: obedient	3	gakausjan: subject to a test, test (V.), try (V.)	3	gahaunjan: abase, humble (V.), humiliate, make low	3	gahabands: continent (Adj.), self-controlled	One of the scribes came, and heard them questioning together. Knowing that he had answered them well, asked him, "Which commandment is the greatest of all?"	jah duatgaggands ains þize bokarje, gahausjands ins samana sokjandans, gasaihvands þatei waila im andhof, frah ina: hvarja ist allaizo anabusne frumista?	𐌾𐌰𐌷 𐌳𐌿𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐍃 𐌰𐌹𐌽𐍃 𐌸𐌹𐌶𐌴 𐌱𐍉𐌺𐌰𐍂𐌾𐌴, 𐌲𐌰𐌷𐌰𐌿𐍃𐌾𐌰𐌽𐌳𐍃 𐌹𐌽𐍃 𐍃𐌰𐌼𐌰𐌽𐌰 𐍃𐍉𐌺𐌾𐌰𐌽𐌳𐌰𐌽𐍃, 𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽𐌳𐍃 𐌸𐌰𐍄𐌴𐌹 𐍅𐌰𐌹𐌻𐌰 𐌹𐌼 𐌰𐌽𐌳𐌷𐍉𐍆, 𐍆𐍂𐌰𐌷 𐌹𐌽𐌰: 𐍈𐌰𐍂𐌾𐌰 𐌹𐍃𐍄 𐌰𐌻𐌻𐌰𐌹𐌶𐍉 𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐌴 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌰?
