status	alignment_id	source	tier	english_word	gothic_surface	gothic_surface_gothic	script_ok	dist_1	match_1	dist_2	match_2	dist_3	match_3	english_sentence	gothic_sentence_roman	gothic_sentence_gothic
okay	train_0702_d1	llm_diversify	1	takes away	usnimiþ	𐌿𐍃𐌽𐌹𐌼𐌹𐌸	yes	2	usniman: extract (V.), remove (V.), take along, take away, take from,...	3	usqiman: annihilate, destroy, kill (V.), put to death	3	gaqimiþ:	The ones by the road are the ones where the word is sown; and when they have heard, immediately Satan comes, and takes away the word which has been sown in them.	aþþan þai wiþra wig sind, þarei saiada þata waurd, jah þan gahausjand unkarjans, suns qimiþ Satanas jah usnimiþ waurd þata insaiano in hairtam ize.	𐌰𐌸𐌸𐌰𐌽 𐌸𐌰𐌹 𐍅𐌹𐌸𐍂𐌰 𐍅𐌹𐌲 𐍃𐌹𐌽𐌳, 𐌸𐌰𐍂𐌴𐌹 𐍃𐌰𐌹𐌰𐌳𐌰 𐌸𐌰𐍄𐌰 𐍅𐌰𐌿𐍂𐌳, 𐌾𐌰𐌷 𐌸𐌰𐌽 𐌲𐌰𐌷𐌰𐌿𐍃𐌾𐌰𐌽𐌳 𐌿𐌽𐌺𐌰𐍂𐌾𐌰𐌽𐍃, 𐍃𐌿𐌽𐍃 𐌵𐌹𐌼𐌹𐌸 𐍃𐌰𐍄𐌰𐌽𐌰𐍃 𐌾𐌰𐌷 𐌿𐍃𐌽𐌹𐌼𐌹𐌸 𐍅𐌰𐌿𐍂𐌳 𐌸𐌰𐍄𐌰 𐌹𐌽𐍃𐌰𐌹𐌰𐌽𐍉 𐌹𐌽 𐌷𐌰𐌹𐍂𐍄𐌰𐌼 𐌹𐌶𐌴.
okay	train_0736_d0	llm_diversify	1	unclean	unhrainjans	𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽𐍃	yes	2	ushrainjan: clean out, cleanse out, purge out	3	afhrainjan: cleanse away, wipe out	3	gahrainjan: cleanse, make clean, purify	At once Jesus gave them permission. The unclean spirits came out and entered into the pigs. The herd of about two thousand rushed down the steep bank into the sea, and they were drowned in the sea.	jah uslaubida im Iesus suns. jah usgaggandans ahmans þai unhrainjans galiþun in þo sweina, jah rann so hairda and driuson in marein; wesunuþ~þan swe twos þusundjos, jah afhvapnodedun in marein.	𐌾𐌰𐌷 𐌿𐍃𐌻𐌰𐌿𐌱𐌹𐌳𐌰 𐌹𐌼 𐌹𐌴𐍃𐌿𐍃 𐍃𐌿𐌽𐍃. 𐌾𐌰𐌷 𐌿𐍃𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽𐍃 𐌰𐌷𐌼𐌰𐌽𐍃 𐌸𐌰𐌹 𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽𐍃 𐌲𐌰𐌻𐌹𐌸𐌿𐌽 𐌹𐌽 𐌸𐍉 𐍃𐍅𐌴𐌹𐌽𐌰, 𐌾𐌰𐌷 𐍂𐌰𐌽𐌽 𐍃𐍉 𐌷𐌰𐌹𐍂𐌳𐌰 𐌰𐌽𐌳 𐌳𐍂𐌹𐌿𐍃𐍉𐌽 𐌹𐌽 𐌼𐌰𐍂𐌴𐌹𐌽; 𐍅𐌴𐍃𐌿𐌽𐌿𐌸~𐌸𐌰𐌽 𐍃𐍅𐌴 𐍄𐍅𐍉𐍃 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃, 𐌾𐌰𐌷 𐌰𐍆𐍈𐌰𐍀𐌽𐍉𐌳𐌴𐌳𐌿𐌽 𐌹𐌽 𐌼𐌰𐍂𐌴𐌹𐌽.
okay	train_0767_d0	llm_diversify	1	country	gabaurþai	𐌲𐌰𐌱𐌰𐌿𐍂𐌸𐌰𐌹	yes	2	gabaúrþs: birth, birthplace, descent, ethnic origin, native country, r...	3	gabáuan: lodge (V.), make a home, reside, take up residence	3	gawaúrki: acquisition, acquisitiveness, business, business deal, comme...	Jesus said to them, "A prophet is not without honor, except in his own country, and among his own relatives, and in his own house."	qaþ þan im Iesus þatei nist praufetus unswers, niba in gabaurþai seinai jah in ganiþjam jah in garda seinamma.	𐌵𐌰𐌸 𐌸𐌰𐌽 𐌹𐌼 𐌹𐌴𐍃𐌿𐍃 𐌸𐌰𐍄𐌴𐌹 𐌽𐌹𐍃𐍄 𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌿𐍃 𐌿𐌽𐍃𐍅𐌴𐍂𐍃, 𐌽𐌹𐌱𐌰 𐌹𐌽 𐌲𐌰𐌱𐌰𐌿𐍂𐌸𐌰𐌹 𐍃𐌴𐌹𐌽𐌰𐌹 𐌾𐌰𐌷 𐌹𐌽 𐌲𐌰𐌽𐌹𐌸𐌾𐌰𐌼 𐌾𐌰𐌷 𐌹𐌽 𐌲𐌰𐍂𐌳𐌰 𐍃𐌴𐌹𐌽𐌰𐌼𐌼𐌰.
okay	train_0813_d1	llm_diversify	1	crumbs	drauhsnom	𐌳𐍂𐌰𐌿𐌷𐍃𐌽𐍉𐌼	yes	2	draúhsna: crumbs, food food particles, fragments	3	draúhtinōn: army be subject to an army leader, army become subject to an...	4	draúhts: army, host, legion	But she answered him, "Yes, Lord. Yet even the dogs under the table eat the children's crumbs."	iþ si andhof imma jah qaþ du imma: jai frauja; jah auk hundos undaro biuda matjand af drauhsnom barne.	𐌹𐌸 𐍃𐌹 𐌰𐌽𐌳𐌷𐍉𐍆 𐌹𐌼𐌼𐌰 𐌾𐌰𐌷 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼𐌼𐌰: 𐌾𐌰𐌹 𐍆𐍂𐌰𐌿𐌾𐌰; 𐌾𐌰𐌷 𐌰𐌿𐌺 𐌷𐌿𐌽𐌳𐍉𐍃 𐌿𐌽𐌳𐌰𐍂𐍉 𐌱𐌹𐌿𐌳𐌰 𐌼𐌰𐍄𐌾𐌰𐌽𐌳 𐌰𐍆 𐌳𐍂𐌰𐌿𐌷𐍃𐌽𐍉𐌼 𐌱𐌰𐍂𐌽𐌴.
okay	train_0840_d1	llm_diversify	1	village	weihsis	𐍅𐌴𐌹𐌷𐍃𐌹𐍃	yes	2	weihs: country precinct, hallow (Adj.), holy, rural area, rural ham...	3	weinags: addicted to wine, drunk (Adj.), drunkard (= subst.), drunkar...	3	wēreis: agreeable, agreeing (Adj.)	He took hold of the blind man by the hand, and brought him out of the village. When he had spit on his eyes, and laid his hands on him, he asked him if he saw anything.	jah fairgreipands handu þis blindins ustauh ina utana weihsis jah speiwands in augona is, atlagjands ana handuns seinos frah ina ga~u~hva~sehvi?	𐌾𐌰𐌷 𐍆𐌰𐌹𐍂𐌲𐍂𐌴𐌹𐍀𐌰𐌽𐌳𐍃 𐌷𐌰𐌽𐌳𐌿 𐌸𐌹𐍃 𐌱𐌻𐌹𐌽𐌳𐌹𐌽𐍃 𐌿𐍃𐍄𐌰𐌿𐌷 𐌹𐌽𐌰 𐌿𐍄𐌰𐌽𐌰 𐍅𐌴𐌹𐌷𐍃𐌹𐍃 𐌾𐌰𐌷 𐍃𐍀𐌴𐌹𐍅𐌰𐌽𐌳𐍃 𐌹𐌽 𐌰𐌿𐌲𐍉𐌽𐌰 𐌹𐍃, 𐌰𐍄𐌻𐌰𐌲𐌾𐌰𐌽𐌳𐍃 𐌰𐌽𐌰 𐌷𐌰𐌽𐌳𐌿𐌽𐍃 𐍃𐌴𐌹𐌽𐍉𐍃 𐍆𐍂𐌰𐌷 𐌹𐌽𐌰 𐌲𐌰~𐌿~𐍈𐌰~𐍃𐌴𐍈𐌹?
okay	train_0843_d1	llm_diversify	1	went out	usiddja	𐌿𐍃𐌹𐌳𐌳𐌾𐌰	yes	2	iddja: went	3	usgrudja: ex-avid, exhausted of desire, lacking courage, no longer avi...	3	waidēdja: bandit, evil-doer, felon, malefactor, robber, „woe-doer“	Jesus went out, with his disciples, into the villages of Caesarea Philippi. On the way he asked his disciples, "Who do men say that I am?"	jah usiddja Iesus jah siponjos is in wehsa Kaisarias þizos Filippaus: jah ana wiga frah siponjans seinans qiþands du im: hvana mik qiþand mans wisan?	𐌾𐌰𐌷 𐌿𐍃𐌹𐌳𐌳𐌾𐌰 𐌹𐌴𐍃𐌿𐍃 𐌾𐌰𐌷 𐍃𐌹𐍀𐍉𐌽𐌾𐍉𐍃 𐌹𐍃 𐌹𐌽 𐍅𐌴𐌷𐍃𐌰 𐌺𐌰𐌹𐍃𐌰𐍂𐌹𐌰𐍃 𐌸𐌹𐌶𐍉𐍃 𐍆𐌹𐌻𐌹𐍀𐍀𐌰𐌿𐍃: 𐌾𐌰𐌷 𐌰𐌽𐌰 𐍅𐌹𐌲𐌰 𐍆𐍂𐌰𐌷 𐍃𐌹𐍀𐍉𐌽𐌾𐌰𐌽𐍃 𐍃𐌴𐌹𐌽𐌰𐌽𐍃 𐌵𐌹𐌸𐌰𐌽𐌳𐍃 𐌳𐌿 𐌹𐌼: 𐍈𐌰𐌽𐌰 𐌼𐌹𐌺 𐌵𐌹𐌸𐌰𐌽𐌳 𐌼𐌰𐌽𐍃 𐍅𐌹𐍃𐌰𐌽?
okay	train_0871_d0	llm_diversify	1	cried out	ufhropjands	𐌿𐍆𐌷𐍂𐍉𐍀𐌾𐌰𐌽𐌳𐍃	yes	2	ufhrōpjan: cry forth, cry out, shout out	3	unrōdjands: dumb, speechless, unable to speak, unspeaking	3	ufhausjands: obedient	Immediately the father of the child cried out with tears, "I believe. Help my unbelief!"	jah sunsaiw ufhropjands sa atta þis barnis miþ tagram qaþ: galaubja; hilp meinaizos ungalaubeinais!	𐌾𐌰𐌷 𐍃𐌿𐌽𐍃𐌰𐌹𐍅 𐌿𐍆𐌷𐍂𐍉𐍀𐌾𐌰𐌽𐌳𐍃 𐍃𐌰 𐌰𐍄𐍄𐌰 𐌸𐌹𐍃 𐌱𐌰𐍂𐌽𐌹𐍃 𐌼𐌹𐌸 𐍄𐌰𐌲𐍂𐌰𐌼 𐌵𐌰𐌸: 𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰; 𐌷𐌹𐌻𐍀 𐌼𐌴𐌹𐌽𐌰𐌹𐌶𐍉𐍃 𐌿𐌽𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽𐌰𐌹𐍃!
okay	train_0906_d1	llm_diversify	1	defraud	anamahtjais	𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐌾𐌰𐌹𐍃	yes	2	anamahtjan: defraud, do violence to, force (V.), injure, insult (V.), ma...	3	anamahts: coercion, forcing, insult (N.), superior force, use of force...	4	andbahtjan: administer, minister (V.), perform, serve	You know the commandments: 'Do not murder,' 'Do not commit adultery,' 'Do not steal,' 'Do not give false testimony,' 'Do not defraud,' 'Honor your father and mother.'"	þos anabusnins kant: ni horinos; ni maurþrjais; ni hlifais; ni sijais galiugaweitwods; ni anamahtjais; swerai attan þeinana jah aiþein þeina.	𐌸𐍉𐍃 𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐌹𐌽𐍃 𐌺𐌰𐌽𐍄: 𐌽𐌹 𐌷𐍉𐍂𐌹𐌽𐍉𐍃; 𐌽𐌹 𐌼𐌰𐌿𐍂𐌸𐍂𐌾𐌰𐌹𐍃; 𐌽𐌹 𐌷𐌻𐌹𐍆𐌰𐌹𐍃; 𐌽𐌹 𐍃𐌹𐌾𐌰𐌹𐍃 𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐍃; 𐌽𐌹 𐌰𐌽𐌰𐌼𐌰𐌷𐍄𐌾𐌰𐌹𐍃; 𐍃𐍅𐌴𐍂𐌰𐌹 𐌰𐍄𐍄𐌰𐌽 𐌸𐌴𐌹𐌽𐌰𐌽𐌰 𐌾𐌰𐌷 𐌰𐌹𐌸𐌴𐌹𐌽 𐌸𐌴𐌹𐌽𐌰.
okay	train_0948_d0	llm_diversify	1	went out	usiddja	𐌿𐍃𐌹𐌳𐌳𐌾𐌰	yes	2	iddja: went	3	usgrudja: ex-avid, exhausted of desire, lacking courage, no longer avi...	3	waidēdja: bandit, evil-doer, felon, malefactor, robber, „woe-doer“	When evening came, he went out of the city.	jah biþe andanahti warþ, usiddja ut us þizai baurg.	𐌾𐌰𐌷 𐌱𐌹𐌸𐌴 𐌰𐌽𐌳𐌰𐌽𐌰𐌷𐍄𐌹 𐍅𐌰𐍂𐌸, 𐌿𐍃𐌹𐌳𐌳𐌾𐌰 𐌿𐍄 𐌿𐍃 𐌸𐌹𐌶𐌰𐌹 𐌱𐌰𐌿𐍂𐌲.
okay	train_1011_d0	llm_diversify	1	unleavened bread	azwme	𐌰𐌶𐍅𐌼𐌴	yes	2	azwmus: unleavened bread	3	swē: about, approximately, as, as if, in like manner as, just as,...	3	aiws: age (N.), all time, eternity	On the first day of unleavened bread, when they sacrificed the Passover, his disciples asked him, "Where do you want us to go and make ready that you may eat the Passover?"	jah þamma frumistin daga azwme, þan paska salidedun, qeþun du imma þai siponjos is: hvar wileis ei galeiþandans manwjaima, ei matjais paska?	𐌾𐌰𐌷 𐌸𐌰𐌼𐌼𐌰 𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌹𐌽 𐌳𐌰𐌲𐌰 𐌰𐌶𐍅𐌼𐌴, 𐌸𐌰𐌽 𐍀𐌰𐍃𐌺𐌰 𐍃𐌰𐌻𐌹𐌳𐌴𐌳𐌿𐌽, 𐌵𐌴𐌸𐌿𐌽 𐌳𐌿 𐌹𐌼𐌼𐌰 𐌸𐌰𐌹 𐍃𐌹𐍀𐍉𐌽𐌾𐍉𐍃 𐌹𐍃: 𐍈𐌰𐍂 𐍅𐌹𐌻𐌴𐌹𐍃 𐌴𐌹 𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽𐌳𐌰𐌽𐍃 𐌼𐌰𐌽𐍅𐌾𐌰𐌹𐌼𐌰, 𐌴𐌹 𐌼𐌰𐍄𐌾𐌰𐌹𐍃 𐍀𐌰𐍃𐌺𐌰?
okay	train_1062_d3	llm_diversify	1	build	gatimrjands	𐌲𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽𐌳𐍃	yes	2	gatimrjan: build, build up, construct (V.)	3	gatimreins: building up, construction, edification	3	timrjans: building worker	Those who passed by blasphemed him, wagging their heads, and saying, "Ha! You who destroy the temple, and build it in three days,	jah þai faurgaggandans wajameridedun ina, wiþondans haubida seina jah qiþandans: o sa gatairands þo alh jah bi þrins dagans gatimrjands þo,	𐌾𐌰𐌷 𐌸𐌰𐌹 𐍆𐌰𐌿𐍂𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽𐍃 𐍅𐌰𐌾𐌰𐌼𐌴𐍂𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌽𐌰, 𐍅𐌹𐌸𐍉𐌽𐌳𐌰𐌽𐍃 𐌷𐌰𐌿𐌱𐌹𐌳𐌰 𐍃𐌴𐌹𐌽𐌰 𐌾𐌰𐌷 𐌵𐌹𐌸𐌰𐌽𐌳𐌰𐌽𐍃: 𐍉 𐍃𐌰 𐌲𐌰𐍄𐌰𐌹𐍂𐌰𐌽𐌳𐍃 𐌸𐍉 𐌰𐌻𐌷 𐌾𐌰𐌷 𐌱𐌹 𐌸𐍂𐌹𐌽𐍃 𐌳𐌰𐌲𐌰𐌽𐍃 𐌲𐌰𐍄𐌹𐌼𐍂𐌾𐌰𐌽𐌳𐍃 𐌸𐍉,
okay	train_1082_d0	llm_diversify	1	seek	sokeiþ	𐍃𐍉𐌺𐌴𐌹𐌸	yes	2	sōkeins: investigation, moot question, question, questioning	3	siukei: ailment, feebleness, infirmity, sickness	3	swaei: so as to, so that, such that, therefore	He said to them, "Don't be amazed. You seek Jesus, the Nazarene, who has been crucified. He has risen. He is not here. Behold, the place where they laid him!	þaruh qaþ du im: ni faurhteiþ izwis, Iesu sokeiþ Nazoraiu þana ushramidan; nist her, urrais, sai þana staþ þarei galagidedun ina.	𐌸𐌰𐍂𐌿𐌷 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐌽𐌹 𐍆𐌰𐌿𐍂𐌷𐍄𐌴𐌹𐌸 𐌹𐌶𐍅𐌹𐍃, 𐌹𐌴𐍃𐌿 𐍃𐍉𐌺𐌴𐌹𐌸 𐌽𐌰𐌶𐍉𐍂𐌰𐌹𐌿 𐌸𐌰𐌽𐌰 𐌿𐍃𐌷𐍂𐌰𐌼𐌹𐌳𐌰𐌽; 𐌽𐌹𐍃𐍄 𐌷𐌴𐍂, 𐌿𐍂𐍂𐌰𐌹𐍃, 𐍃𐌰𐌹 𐌸𐌰𐌽𐌰 𐍃𐍄𐌰𐌸 𐌸𐌰𐍂𐌴𐌹 𐌲𐌰𐌻𐌰𐌲𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌽𐌰.
okay	train_1087_d0	llm_diversify	1	all	allaim	𐌰𐌻𐌻𐌰𐌹𐌼	yes	2	allis: (by no means), (in neg. sentences), absolutely, at all (in n...	3	aljar: absent, away from here, elsewhere, somewhere else	3	alisi: alder	Neither do you light a lamp, and put it under a measuring basket, but on a stand; and it shines to all who are in the house.	... ak ana lukarnastaþin, jah liuteiþ allaim þaim in þamma garda.	... 𐌰𐌺 𐌰𐌽𐌰 𐌻𐌿𐌺𐌰𐍂𐌽𐌰𐍃𐍄𐌰𐌸𐌹𐌽, 𐌾𐌰𐌷 𐌻𐌹𐌿𐍄𐌴𐌹𐌸 𐌰𐌻𐌻𐌰𐌹𐌼 𐌸𐌰𐌹𐌼 𐌹𐌽 𐌸𐌰𐌼𐌼𐌰 𐌲𐌰𐍂𐌳𐌰.
okay	train_1105_d1	llm_diversify	1	great	mikilins	𐌼𐌹𐌺𐌹𐌻𐌹𐌽𐍃	yes	2	mikils: great, great amount of, great number of, large (Adj.), many,...	3	mikilnan: be enlarged, become great, become large, become magnified	3	mikiljan: extol, glorify, magnify, make great, praise (V.)	nor by the earth, for it is the footstool of his feet; nor by Jerusalem, for it is the city of the great King.	nih bi airþai, unte fotubaurd ist fotiwe is; nih bi Iairusaulwmai, unte baurgs ist þis mikilins þiudanis;	𐌽𐌹𐌷 𐌱𐌹 𐌰𐌹𐍂𐌸𐌰𐌹, 𐌿𐌽𐍄𐌴 𐍆𐍉𐍄𐌿𐌱𐌰𐌿𐍂𐌳 𐌹𐍃𐍄 𐍆𐍉𐍄𐌹𐍅𐌴 𐌹𐍃; 𐌽𐌹𐌷 𐌱𐌹 𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌿𐌻𐍅𐌼𐌰𐌹, 𐌿𐌽𐍄𐌴 𐌱𐌰𐌿𐍂𐌲𐍃 𐌹𐍃𐍄 𐌸𐌹𐍃 𐌼𐌹𐌺𐌹𐌻𐌹𐌽𐍃 𐌸𐌹𐌿𐌳𐌰𐌽𐌹𐍃;
okay	train_1123_d0	llm_diversify	1	Pray	bidjaiþ	𐌱𐌹𐌳𐌾𐌰𐌹𐌸	yes	2	bidjan: ask, ask a favour, ask for, beg, beseech, entreat, petition ...	3	bidan: ask for, beseech	3	bifaih: exaction, self-enrichment at others expense	Pray like this: 'Our Father in heaven, may your name be kept holy.	swa nu bidjaiþ jus: atta unsar þu in himinam, weihnai namo þein.	𐍃𐍅𐌰 𐌽𐌿 𐌱𐌹𐌳𐌾𐌰𐌹𐌸 𐌾𐌿𐍃: 𐌰𐍄𐍄𐌰 𐌿𐌽𐍃𐌰𐍂 𐌸𐌿 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼, 𐍅𐌴𐌹𐌷𐌽𐌰𐌹 𐌽𐌰𐌼𐍉 𐌸𐌴𐌹𐌽.
okay	train_1123_d2	llm_diversify	1	Pray	bidjaiþ	𐌱𐌹𐌳𐌾𐌰𐌹𐌸	yes	2	bidjan: ask, ask a favour, ask for, beg, beseech, entreat, petition ...	3	bidan: ask for, beseech	3	bifaih: exaction, self-enrichment at others expense	Pray like this: 'Our Father in heaven, may your name be kept holy.	swa nu bidjaiþ jus: atta unsar þu in himinam, weihnai namo þein.	𐍃𐍅𐌰 𐌽𐌿 𐌱𐌹𐌳𐌾𐌰𐌹𐌸 𐌾𐌿𐍃: 𐌰𐍄𐍄𐌰 𐌿𐌽𐍃𐌰𐍂 𐌸𐌿 𐌹𐌽 𐌷𐌹𐌼𐌹𐌽𐌰𐌼, 𐍅𐌴𐌹𐌷𐌽𐌰𐌹 𐌽𐌰𐌼𐍉 𐌸𐌴𐌹𐌽.
okay	train_1191_d0	llm_diversify	1	tax collectors	motarjos	𐌼𐍉𐍄𐌰𐍂𐌾𐍉𐍃	yes	2	mōtāreis: admission-fee collector, publican, tax collector, tolltaker	3	mitadjō: measure (N.), measured amount	4	bōkāreis: scribe, secretary-lector of a religious community, writer	It happened as he sat in the house, behold, many tax collectors and sinners came and sat down with Jesus and his disciples.	jah warþ, biþe is anakumbida in garda, jah sai, managai motarjos jah frawaurhtai qimandans miþanakumbidedun Iesua jah siponjam is.	𐌾𐌰𐌷 𐍅𐌰𐍂𐌸, 𐌱𐌹𐌸𐌴 𐌹𐍃 𐌰𐌽𐌰𐌺𐌿𐌼𐌱𐌹𐌳𐌰 𐌹𐌽 𐌲𐌰𐍂𐌳𐌰, 𐌾𐌰𐌷 𐍃𐌰𐌹, 𐌼𐌰𐌽𐌰𐌲𐌰𐌹 𐌼𐍉𐍄𐌰𐍂𐌾𐍉𐍃 𐌾𐌰𐌷 𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌰𐌹 𐌵𐌹𐌼𐌰𐌽𐌳𐌰𐌽𐍃 𐌼𐌹𐌸𐌰𐌽𐌰𐌺𐌿𐌼𐌱𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌴𐍃𐌿𐌰 𐌾𐌰𐌷 𐍃𐌹𐍀𐍉𐌽𐌾𐌰𐌼 𐌹𐍃.
okay	train_1229_d0	llm_diversify	1	tell	gateihiþ	𐌲𐌰𐍄𐌴𐌹𐌷𐌹𐌸	yes	2	gateihan: announce, declare, proclaim (V.), report (V.), tell	3	gaþeihan: advance (V.), grow, progress (V.), prosper	3	galeiki: like form, likeness, replica, resemblance, similar appearanc...	Jesus answered them, "Go and tell John the things which you hear and see:	jah andhafjands Iesus qaþ du im: gaggandans gateihiþ Iohanne þatei gahauseiþ jah gasaihviþ.	𐌾𐌰𐌷 𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐍃 𐌹𐌴𐍃𐌿𐍃 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼: 𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽𐍃 𐌲𐌰𐍄𐌴𐌹𐌷𐌹𐌸 𐌹𐍉𐌷𐌰𐌽𐌽𐌴 𐌸𐌰𐍄𐌴𐌹 𐌲𐌰𐌷𐌰𐌿𐍃𐌴𐌹𐌸 𐌾𐌰𐌷 𐌲𐌰𐍃𐌰𐌹𐍈𐌹𐌸.
okay	train_1297_d0	llm_diversify	1	next	iftumin	𐌹𐍆𐍄𐌿𐌼𐌹𐌽	yes	2	iftuma: next adjacent, subsequent	3	aftuma: aftermost, hindmost, last of two parties	4	suman: (piecemeal), at one time, at some time, formerly, in a certa...	Now on the next day, which was the day after the Preparation Day, the chief priests and the Pharisees were gathered together to Pilate,	iftumin þan daga, saei ist afar paraskaiwein, gaqemun auhumistans gudjans jah Fareisaieis du Peilatau	𐌹𐍆𐍄𐌿𐌼𐌹𐌽 𐌸𐌰𐌽 𐌳𐌰𐌲𐌰, 𐍃𐌰𐌴𐌹 𐌹𐍃𐍄 𐌰𐍆𐌰𐍂 𐍀𐌰𐍂𐌰𐍃𐌺𐌰𐌹𐍅𐌴𐌹𐌽, 𐌲𐌰𐌵𐌴𐌼𐌿𐌽 𐌰𐌿𐌷𐌿𐌼𐌹𐍃𐍄𐌰𐌽𐍃 𐌲𐌿𐌳𐌾𐌰𐌽𐍃 𐌾𐌰𐌷 𐍆𐌰𐍂𐌴𐌹𐍃𐌰𐌹𐌴𐌹𐍃 𐌳𐌿 𐍀𐌴𐌹𐌻𐌰𐍄𐌰𐌿
okay	train_0169_d0	llm_diversify	1	synagogue	swnagogai	𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌰𐌹	yes	2	swnagōgē: synagogue	4	wagga: cheek	4	snaga: cloak (N.), outer garment, robe (N.)	He rose up from the synagogue, and entered into Simon's house. Simon's mother-in-law was afflicted with a great fever, and they begged him for her.	usstandands þan us þizai swnagogai galaiþ in gard Seimonis. swaihro þan þis Seimonis was anahabaida brinnon mikilai, jah bedun ina bi þo.	𐌿𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽𐌳𐍃 𐌸𐌰𐌽 𐌿𐍃 𐌸𐌹𐌶𐌰𐌹 𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌰𐌹 𐌲𐌰𐌻𐌰𐌹𐌸 𐌹𐌽 𐌲𐌰𐍂𐌳 𐍃𐌴𐌹𐌼𐍉𐌽𐌹𐍃. 𐍃𐍅𐌰𐌹𐌷𐍂𐍉 𐌸𐌰𐌽 𐌸𐌹𐍃 𐍃𐌴𐌹𐌼𐍉𐌽𐌹𐍃 𐍅𐌰𐍃 𐌰𐌽𐌰𐌷𐌰𐌱𐌰𐌹𐌳𐌰 𐌱𐍂𐌹𐌽𐌽𐍉𐌽 𐌼𐌹𐌺𐌹𐌻𐌰𐌹, 𐌾𐌰𐌷 𐌱𐌴𐌳𐌿𐌽 𐌹𐌽𐌰 𐌱𐌹 𐌸𐍉.
okay	train_0200_d0	llm_diversify	1	tax office	motastada	𐌼𐍉𐍄𐌰𐍃𐍄𐌰𐌳𐌰	yes	2	mōtastaþs: customs post, place of admission-tax collection, tax office,...	4	andastaua: adversary in a lawsuit, legal opponent, opposing litigant	5	gastandan: abide, assume proper state, come to a halt, come to a standi...	After these things he went out, and saw a tax collector named Levi sitting at the tax office, and said to him, "Follow me!"	jah afar þata usiddja jah gasahv motari, namin Laiwwi, sitandan ana motastada, jah qaþ du imma: laistei afar mis.	𐌾𐌰𐌷 𐌰𐍆𐌰𐍂 𐌸𐌰𐍄𐌰 𐌿𐍃𐌹𐌳𐌳𐌾𐌰 𐌾𐌰𐌷 𐌲𐌰𐍃𐌰𐍈 𐌼𐍉𐍄𐌰𐍂𐌹, 𐌽𐌰𐌼𐌹𐌽 𐌻𐌰𐌹𐍅𐍅𐌹, 𐍃𐌹𐍄𐌰𐌽𐌳𐌰𐌽 𐌰𐌽𐌰 𐌼𐍉𐍄𐌰𐍃𐍄𐌰𐌳𐌰, 𐌾𐌰𐌷 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼𐌼𐌰: 𐌻𐌰𐌹𐍃𐍄𐌴𐌹 𐌰𐍆𐌰𐍂 𐌼𐌹𐍃.
